tractID,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),Total:_x,Owner occupied,Renter occupied,Total:_y,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Median value (dollars),Total:,Less than 10.0 percent,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed,pct_owner_occ,pct_renter_occ,pct_white,pct_black,pct_asian,pct_amer_indian,pct_pacific_isl,pct_other_race,pct_two_plus_race,pct_renter_cost_burdened,pct_renter_severely_burdened,TRACTCE,GEOID
295.04,93786.0,2371,995,1376,6676,3286,772,0,1506,57,294,761,363,398,479300.0,1376,0,108,291,192,146,180,36,167,256,0,0.4196541543652467,0.5803458456347532,0.49221090473337326,0.11563810665068903,0.225584182144997,0.0,0.0085380467345716,0.04403834631515878,0.1139904134212103,0.4643895348837209,0.18604651162790697,029504,53033029504
295.05,66381.0,1501,486,1015,4348,1207,600,0,1104,85,777,575,77,498,614800.0,1015,0,79,40,112,118,71,45,165,375,10,0.32378414390406396,0.676215856095936,0.2775988960441582,0.13799448022079117,0.25390984360625574,0.0,0.01954921803127875,0.17870285188592455,0.13224471021159154,0.6463054187192119,0.3694581280788177,029505,53033029505
295.06,64664.0,1788,177,1611,4461,1272,982,0,1219,188,450,350,123,227,383300.0,1611,44,11,102,195,250,270,183,225,279,52,0.09899328859060402,0.9010067114093959,0.285137861466039,0.22013001569154897,0.2732571172382874,0.0,0.04214301726070388,0.10087424344317418,0.07845774490024658,0.5940409683426443,0.17318435754189945,029506,53033029506
295.07,134871.0,971,832,139,3052,1456,109,0,1143,26,118,200,53,147,685000.0,139,0,0,0,11,20,32,20,0,56,0,0.8568486096807415,0.1431513903192585,0.47706422018348627,0.03571428571428571,0.37450851900393184,0.0,0.00851900393184797,0.03866317169069463,0.0655307994757536,0.7769784172661871,0.4028776978417266,029507,53033029507
295.08,126875.0,1246,897,349,4298,2107,101,50,870,312,57,801,275,526,630600.0,349,58,0,26,55,185,0,14,0,11,0,0.7199036918138042,0.28009630818619585,0.49022801302931596,0.023499302000930665,0.20241973010702652,0.011633317822242903,0.07259190321079571,0.01326198231735691,0.1863657515123313,0.07163323782234957,0.03151862464183381,029508,53033029508
296.02,153819.0,2184,2098,86,7603,3824,526,0,1590,0,448,1215,706,509,701500.0,86,0,20,0,0,0,19,0,0,0,47,0.9606227106227107,0.039377289377289376,0.5029593581480994,0.06918321715112456,0.2091279757990267,0.0,0.0,0.05892410890437985,0.15980533999736946,0.22093023255813954,0.0,029602,53033029602
296.03,125766.0,1275,834,441,4124,1855,518,0,965,215,266,305,0,305,598600.0,441,0,17,197,51,0,41,14,26,95,0,0.6541176470588236,0.3458823529411765,0.4498060135790495,0.12560620756547042,0.23399612027158098,0.0,0.05213385063045587,0.06450048496605237,0.07395732298739088,0.39909297052154197,0.21541950113378686,029603,53033029603
296.04,85000.0,1036,665,371,3657,1686,410,72,482,342,335,330,185,145,515200.0,371,28,0,29,208,57,0,8,27,14,0,0.6418918918918919,0.3581081081081081,0.4610336341263331,0.11211375444353296,0.1318020235165436,0.019688269073010665,0.09351927809680066,0.0916051408258135,0.09023789991796555,0.1320754716981132,0.03773584905660377,029604,53033029604
297.01,73182.0,1914,897,1017,4932,1860,558,0,582,0,1132,800,379,421,529200.0,1017,22,0,98,26,176,110,135,122,279,49,0.46865203761755486,0.5313479623824452,0.3771289537712895,0.11313868613138686,0.11800486618004866,0.0,0.0,0.22952149229521493,0.16220600162206,0.6352015732546706,0.2743362831858407,029701,53033029701
297.02,87285.0,1257,897,360,3420,1153,608,50,1013,0,306,290,87,203,572100.0,360,0,24,30,107,45,23,0,23,99,9,0.7136038186157518,0.2863961813842482,0.3371345029239766,0.17777777777777778,0.29619883040935674,0.014619883040935672,0.0,0.08947368421052632,0.0847953216374269,0.4027777777777778,0.275,029702,53033029702
298.03,91691.0,1771,243,1528,4550,1652,691,0,740,422,421,624,461,163,590100.0,1528,17,138,219,304,193,127,82,186,262,0,0.13721061547148503,0.862789384528515,0.3630769230769231,0.15186813186813186,0.16263736263736264,0.0,0.09274725274725275,0.09252747252747252,0.13714285714285715,0.42997382198952877,0.17146596858638743,029803,53033029803
298.04,135018.0,1561,1208,353,4556,2021,572,4,981,29,236,713,385,328,607700.0,353,0,25,46,0,4,50,3,51,134,40,0.7738629083920564,0.22613709160794362,0.4435908691834943,0.12554872695346794,0.2153204565408253,0.000877963125548727,0.006365232660228271,0.05179982440737489,0.15649692712906058,0.6742209631728046,0.37960339943342775,029804,53033029804
298.05,105000.0,1570,1284,286,5302,2839,813,49,703,6,644,248,73,175,559400.0,286,0,0,29,61,100,0,59,0,13,24,0.8178343949044586,0.1821656050955414,0.5354583176159939,0.15333836288193134,0.13259147491512638,0.00924179554884949,0.001131648434552999,0.12146359864202187,0.046774801961523955,0.2517482517482518,0.045454545454545456,029805,53033029805
298.06,98657.0,1878,1231,647,5677,2486,414,0,1149,607,438,583,239,344,567900.0,647,0,0,26,28,251,27,128,7,171,9,0.6554845580404686,0.34451544195953143,0.43790734542892373,0.07292584111326404,0.20239563149550818,0.0,0.10692267042451999,0.07715342610533732,0.10269508543244671,0.5146831530139103,0.2642967542503864,029806,53033029806
299.01,108239.0,1711,1210,501,5520,2765,537,13,974,0,446,785,123,662,546600.0,501,108,59,23,9,17,48,0,18,161,58,0.7071887784921099,0.29281122150789013,0.5009057971014492,0.09728260869565217,0.17644927536231883,0.002355072463768116,0.0,0.08079710144927536,0.14221014492753623,0.4530938123752495,0.3213572854291417,029901,53033029901
299.02,143000.0,1828,1638,190,5469,2660,279,33,1188,182,364,763,219,544,685600.0,190,0,11,86,11,0,62,0,0,11,9,0.8960612691466083,0.10393873085339168,0.48637776558785883,0.0510148107515085,0.2172243554580362,0.006034009873834339,0.033278478698116655,0.06655695739623331,0.13951362223441213,0.38421052631578945,0.05789473684210526,029902,53033029902
300.03,108516.0,2470,1530,940,7445,3402,510,10,951,171,873,1528,485,1043,624200.0,940,16,46,24,202,26,112,17,267,187,43,0.6194331983805668,0.3805668016194332,0.45695097380792477,0.06850235057085292,0.1277367360644728,0.001343183344526528,0.022968435191403628,0.11725990597716589,0.20523841504365345,0.6202127659574468,0.19893617021276597,030003,53033030003
300.05,100000.0,1908,1397,511,6369,1642,714,53,497,165,2197,1101,446,655,428200.0,511,75,24,99,58,60,38,58,0,99,0,0.7321802935010482,0.26781970649895176,0.2578112733553148,0.11210551106924165,0.07803422829329565,0.008321557544355472,0.025906735751295335,0.34495211179149005,0.17286858219500706,0.3816046966731898,0.19373776908023482,030005,53033030005
300.06,55777.0,1759,370,1389,4830,1371,1244,21,346,537,747,564,427,137,544400.0,1389,47,61,121,85,98,133,117,252,450,25,0.21034678794769757,0.7896532120523024,0.28385093167701864,0.25755693581780537,0.07163561076604555,0.004347826086956522,0.11118012422360249,0.1546583850931677,0.11677018633540373,0.6853851691864651,0.32397408207343414,030006,53033030006
300.07,51010.0,1303,116,1187,3680,312,1323,40,679,289,347,690,164,526,613600.0,1187,13,0,23,109,120,172,80,175,419,76,0.08902532617037605,0.9109746738296239,0.08478260869565217,0.3595108695652174,0.1845108695652174,0.010869565217391304,0.07853260869565218,0.09429347826086956,0.1875,0.7127211457455771,0.35299073294018535,030007,53033030007
300.08,78189.0,1899,959,940,4463,1009,1494,0,918,36,402,604,161,443,470600.0,940,0,51,12,63,145,55,118,59,366,71,0.5050026329647183,0.49499736703528174,0.2260811113600717,0.33475240869370376,0.20569123907685413,0.0,0.008066323101053104,0.09007394129509298,0.1353349764732243,0.6361702127659574,0.3893617021276596,030008,53033030008
301.01,123298.0,1334,866,468,3881,1556,415,4,769,50,280,807,497,310,746000.0,468,11,0,52,96,93,0,27,26,163,0,0.6491754122938531,0.35082458770614694,0.40092759598041744,0.10693120329811905,0.19814480803916518,0.001030662200463798,0.012883277505797475,0.07214635403246586,0.20793609894357123,0.46153846153846156,0.3482905982905983,030101,53033030101
301.02,127173.0,1531,1420,111,3336,2369,75,0,551,0,88,253,90,163,716900.0,111,0,0,34,0,19,0,46,0,12,0,0.9274983670803396,0.07250163291966036,0.7101318944844125,0.022482014388489208,0.16516786570743405,0.0,0.0,0.026378896882494004,0.07583932853717026,0.5225225225225225,0.10810810810810811,030102,53033030102
302.01,90814.0,1982,1516,466,5838,2023,806,0,785,110,558,1556,1300,256,407400.0,466,6,25,37,20,43,49,40,0,158,88,0.7648839556004037,0.23511604439959638,0.34652278177458035,0.1380609797875985,0.1344638574854402,0.0,0.01884206920178143,0.09558067831449127,0.26652963343610825,0.5300429184549357,0.33905579399141633,030201,53033030201
302.03,61378.0,1457,405,1052,4584,1153,1553,135,593,0,788,362,93,269,453200.0,1052,0,34,16,86,266,35,105,117,393,0,0.2779684282772821,0.7220315717227179,0.25152705061082026,0.3387870855148342,0.1293630017452007,0.029450261780104712,0.0,0.1719022687609075,0.07897033158813263,0.6178707224334601,0.373574144486692,030203,53033030203
302.04,95576.0,1375,912,463,4132,1881,431,0,500,12,690,618,163,455,560500.0,463,0,13,40,54,108,67,75,85,21,0,0.6632727272727272,0.3367272727272727,0.4552274927395934,0.10430784123910938,0.12100677637947725,0.0,0.002904162633107454,0.1669893514036786,0.14956437560503388,0.5356371490280778,0.04535637149028078,030204,53033030204
303.04,92031.0,1359,841,518,4390,1499,883,140,593,155,168,952,464,488,654400.0,518,0,18,20,22,62,147,43,114,59,33,0.6188373804267844,0.3811626195732156,0.3414578587699317,0.20113895216400912,0.13507972665148063,0.03189066059225513,0.03530751708428246,0.03826879271070615,0.21685649202733484,0.7007722007722008,0.1138996138996139,030304,53033030304
303.05,126017.0,2096,1463,633,5316,2929,854,37,495,0,163,838,272,566,630700.0,633,102,55,34,81,171,19,0,113,31,27,0.6979961832061069,0.30200381679389315,0.5509781790820165,0.16064710308502633,0.09311512415349887,0.0069601203912716325,0.0,0.030662151993980435,0.15763732129420616,0.2575039494470774,0.04897314375987362,030305,53033030305
303.06,127500.0,1808,1511,297,5324,2734,672,207,948,12,265,486,225,261,605500.0,297,10,14,151,16,8,49,0,6,23,20,0.8357300884955752,0.16426991150442477,0.5135236664162284,0.12622088655146507,0.17806160781367392,0.03888054094665665,0.002253944402704733,0.049774605559729526,0.0912847483095417,0.26262626262626265,0.07744107744107744,030306,53033030306
303.08,82074.0,2055,949,1106,5619,2035,1432,18,1034,319,196,585,95,490,609300.0,1106,0,9,41,145,87,204,186,50,384,0,0.4618004866180049,0.5381995133819951,0.36216408613632317,0.25484961736963874,0.18401850863142907,0.003203416978109984,0.056771667556504715,0.03488165153941983,0.10411105178857448,0.7450271247739603,0.3471971066907776,030308,53033030308
303.09,81733.0,2455,853,1602,5867,2902,1389,28,751,117,304,376,105,271,559000.0,1602,0,26,87,164,434,287,216,63,310,15,0.3474541751527495,0.6525458248472505,0.4946309868757457,0.23674791205045168,0.1280040906766661,0.00477245611044827,0.01994204874723027,0.05181523777058122,0.06408726776887677,0.5468164794007491,0.19350811485642946,030309,53033030309
303.10,107500.0,2248,1319,929,6723,2377,472,63,1700,737,604,770,103,667,622000.0,929,33,25,192,139,54,145,0,85,204,52,0.5867437722419929,0.41325622775800713,0.3535623977391046,0.07020675293767663,0.2528633050721404,0.009370816599732263,0.1096236799048044,0.08984084486092518,0.11453220288561654,0.4671689989235737,0.21959095801937567,030310,53033030310
303.11,109909.0,1595,1148,447,5544,1959,578,9,683,170,1544,601,400,201,523800.0,447,11,42,56,10,72,94,52,13,73,24,0.7197492163009405,0.28025078369905954,0.35335497835497837,0.10425685425685426,0.12319624819624819,0.0016233766233766235,0.030663780663780664,0.2784992784992785,0.10840548340548341,0.5190156599552572,0.16331096196868009,030311,53033030311
303.12,87972.0,1932,1105,827,5164,2463,722,82,634,140,235,888,477,411,588000.0,827,0,88,28,55,55,228,36,120,217,0,0.5719461697722568,0.4280538302277433,0.47695584817970565,0.13981409759876065,0.12277304415182029,0.015879163439194422,0.027110766847405113,0.045507358636715727,0.17195972114639815,0.7267230955259976,0.2623941958887545,030312,53033030312
303.13,61364.0,1918,807,1111,5029,1441,969,0,752,0,850,1017,221,796,200700.0,1111,0,15,27,145,100,161,29,278,356,0,0.42075078206465066,0.5792492179353493,0.2865380791409823,0.1926824418373434,0.14953271028037382,0.0,0.0,0.16901968582223106,0.2022270829190694,0.7416741674167416,0.32043204320432045,030313,53033030313
303.14,68790.0,2345,1152,1193,4563,1629,953,7,1069,5,528,372,199,173,323600.0,1193,12,86,71,178,62,149,101,224,282,28,0.4912579957356077,0.5087420042643923,0.35700197238658776,0.20885382423843962,0.23427569581415736,0.0015340784571553803,0.0010957703265395574,0.11571334648257725,0.08152531229454306,0.633696563285834,0.2363788767812238,030314,53033030314
304.03,101620.0,1740,1364,376,5039,3134,618,19,514,0,66,688,447,241,497100.0,376,8,14,0,49,37,0,98,19,140,11,0.7839080459770115,0.2160919540229885,0.6219487993649534,0.12264338162333796,0.10200436594562413,0.003770589402659258,0.0,0.013097836872395317,0.13653502679102997,0.6835106382978723,0.3723404255319149,030403,53033030403
304.04,122188.0,1508,1225,283,4781,2669,105,11,677,49,314,956,452,504,613700.0,283,10,28,10,13,0,16,108,0,39,59,0.8123342175066313,0.1876657824933687,0.5582514118385276,0.021961932650073207,0.14160217527713867,0.002300773896674336,0.010248901903367497,0.06567663668688559,0.1999581677473332,0.5759717314487632,0.13780918727915195,030404,53033030404
304.05,108750.0,1204,1033,171,3884,2751,0,12,664,0,116,341,161,180,644500.0,171,10,33,9,0,0,82,0,0,29,8,0.8579734219269103,0.1420265780730897,0.7082904222451082,0.0,0.1709577754891864,0.003089598352214212,0.0,0.029866117404737384,0.08779608650875387,0.6491228070175439,0.1695906432748538,030405,53033030405
304.06,125595.0,1008,505,503,3095,1506,274,0,391,24,7,893,377,516,585000.0,503,53,0,84,68,10,51,29,67,128,13,0.5009920634920635,0.4990079365079365,0.48659127625201937,0.08852988691437803,0.12633279483037158,0.0,0.0077544426494345715,0.002261712439418417,0.28852988691437803,0.5467196819085487,0.2544731610337972,030406,53033030406
304.07,100727.0,828,392,436,2599,1070,358,20,714,13,175,249,0,249,624300.0,436,4,32,51,30,66,89,55,0,94,15,0.47342995169082125,0.5265700483091788,0.4116968064640246,0.13774528664871105,0.2747210465563678,0.007695267410542516,0.005001923816852636,0.06733358984224702,0.09580607926125433,0.5458715596330275,0.21559633027522937,030407,53033030407
305.01,33423.0,1736,94,1642,2999,1838,222,64,153,24,482,216,24,192,,1642,30,23,60,109,223,152,212,188,645,0,0.05414746543778802,0.945852534562212,0.6128709569856619,0.07402467489163055,0.05101700566855619,0.0213404468156052,0.008002667555851951,0.16072024008002667,0.07202400800266756,0.7289890377588307,0.3928136419001218,030501,53033030501
305.03,95278.0,2578,1283,1295,6776,2928,1184,14,1266,6,574,804,80,724,452900.0,1295,78,32,229,212,37,69,150,149,330,9,0.49767261442979055,0.5023273855702095,0.43211334120425027,0.17473435655253838,0.18683589138134593,0.002066115702479339,0.0008854781582054309,0.08471074380165289,0.11865407319952774,0.538996138996139,0.2548262548262548,030503,53033030503
305.04,82227.0,2074,989,1085,5636,3285,792,78,141,16,770,554,217,337,388000.0,1085,20,61,181,65,156,238,58,37,172,97,0.4768563162970106,0.5231436837029894,0.5828601845280341,0.14052519517388218,0.02501774308019872,0.013839602555003548,0.0028388928317956,0.13662171753016322,0.09829666430092264,0.46543778801843316,0.1585253456221198,030504,53033030504
306,90972.0,2001,1185,816,4900,3203,265,46,29,175,553,629,391,238,498100.0,816,0,89,262,31,50,46,18,102,218,0,0.5922038980509745,0.4077961019490255,0.6536734693877551,0.05408163265306123,0.005918367346938775,0.009387755102040816,0.03571428571428571,0.11285714285714285,0.12836734693877552,0.47058823529411764,0.26715686274509803,030600,53033030600
307,73333.0,1692,878,814,4216,1697,323,57,319,385,476,959,437,522,416200.0,814,0,132,56,6,50,40,117,63,350,0,0.5189125295508275,0.48108747044917255,0.40251423149905124,0.07661290322580645,0.0756641366223909,0.013519924098671726,0.09131878557874763,0.11290322580645161,0.22746679316888047,0.7002457002457002,0.42997542997543,030700,53033030700
308.01,72993.0,2229,1230,999,7310,2663,391,96,156,461,2161,1382,1257,125,83200.0,999,18,54,148,180,160,152,53,76,158,0,0.5518169582772544,0.44818304172274565,0.3642954856361149,0.053488372093023255,0.0213406292749658,0.013132694938440492,0.06306429548563612,0.2956224350205198,0.1890560875512996,0.4394394394394394,0.15815815815815815,030801,53033030801
308.02,81688.0,1518,657,861,4454,2022,308,12,355,744,315,698,573,125,472700.0,861,14,41,19,140,27,88,121,42,256,113,0.43280632411067194,0.567193675889328,0.4539739559946116,0.0691513246519982,0.07970363718006286,0.002694207453973956,0.16704086214638528,0.07072294566681635,0.15671306690615178,0.5888501742160279,0.29732868757259,030802,53033030802
309.01,85000.0,1206,975,231,4143,1891,639,36,549,0,357,671,326,345,452500.0,231,0,5,0,13,46,64,5,0,98,0,0.8084577114427861,0.19154228855721392,0.45643253680907553,0.15423606082548877,0.1325126719768284,0.008689355539464157,0.0,0.08616944243301955,0.16195993241612358,0.7229437229437229,0.42424242424242425,030901,53033030901
309.02,115688.0,1968,1089,879,5918,3076,121,20,744,239,781,937,570,367,486200.0,879,0,147,60,111,101,0,73,184,203,0,0.5533536585365854,0.44664634146341464,0.5197701926326461,0.020446096654275093,0.12571814802298073,0.0033795201081446434,0.04038526529232849,0.13197026022304834,0.15833051706657655,0.5233219567690558,0.23094425483503983,030902,53033030902
310,137157.0,1767,1588,179,4872,2733,328,57,948,10,166,630,419,211,620100.0,179,0,0,13,4,10,24,0,13,82,33,0.8986983588002264,0.10130164119977363,0.5609605911330049,0.06732348111658457,0.19458128078817735,0.011699507389162561,0.002052545155993432,0.03407224958949097,0.12931034482758622,0.664804469273743,0.4581005586592179,031000,53033031000
311.01,81142.0,1407,504,903,4112,1870,211,270,308,306,482,665,219,446,465500.0,903,60,43,27,289,41,116,13,65,219,30,0.3582089552238806,0.6417910447761194,0.45476653696498054,0.051313229571984434,0.07490272373540856,0.06566147859922179,0.07441634241245136,0.11721789883268482,0.1617217898832685,0.4573643410852713,0.2425249169435216,031101,53033031101
311.02,83368.0,1187,865,322,3092,1684,160,207,132,87,292,530,341,189,366900.0,322,0,67,26,35,11,34,22,37,85,5,0.7287278854254423,0.2712721145745577,0.5446313065976714,0.0517464424320828,0.042690815006468305,0.06694695989650712,0.02813712807244502,0.0944372574385511,0.17141009055627426,0.5527950310559007,0.2639751552795031,031102,53033031102
312.02,110986.0,1932,1573,359,6064,3812,0,1253,22,4,265,708,429,279,705400.0,359,46,34,38,105,40,2,22,2,19,51,0.8141821946169773,0.18581780538302278,0.6286279683377308,0.0,0.0036279683377308707,0.20662928759894458,0.0006596306068601583,0.04370052770448549,0.11675461741424802,0.12534818941504178,0.052924791086350974,031202,53033031202
312.04,141250.0,2222,2059,163,6109,5036,0,123,143,18,182,607,390,217,784300.0,163,0,31,15,57,0,0,0,0,60,0,0.9266426642664266,0.07335733573357335,0.8243575053200196,0.0,0.02340808642985759,0.020134228187919462,0.0029464724177443117,0.02979211000163693,0.09936159764282207,0.36809815950920244,0.36809815950920244,031204,53033031204
312.06,101555.0,1605,840,765,5514,3022,68,27,390,209,471,1327,1092,235,561000.0,765,0,18,79,136,65,128,24,39,250,26,0.5233644859813084,0.4766355140186916,0.5480594849474066,0.012332245194051506,0.07072905331882481,0.004896626768226333,0.03790351831701124,0.0854189336235038,0.2406601378309757,0.5764705882352941,0.32679738562091504,031206,53033031206
312.07,104500.0,1230,763,467,4650,2062,467,186,1377,0,0,558,41,517,681900.0,467,45,13,12,11,23,25,0,55,283,0,0.6203252032520326,0.3796747967479675,0.44344086021505374,0.10043010752688172,0.29612903225806453,0.04,0.0,0.0,0.12,0.7773019271948608,0.6059957173447538,031207,53033031207
312.08,109732.0,1379,1032,347,4365,2719,13,63,746,4,407,413,156,257,582900.0,347,14,0,48,112,21,58,0,0,61,33,0.7483683828861494,0.2516316171138506,0.6229095074455899,0.0029782359679266894,0.1709049255441008,0.01443298969072165,0.0009163802978235968,0.09324169530355098,0.09461626575028637,0.34293948126801155,0.17579250720461095,031208,53033031208
313.01,120658.0,902,790,112,2041,1635,3,22,91,122,19,149,70,79,669500.0,112,22,8,0,8,0,0,0,11,44,19,0.8758314855875832,0.12416851441241686,0.801077902988731,0.0014698677119059284,0.044585987261146494,0.010779029887310143,0.05977462028417443,0.009309162175404213,0.07300342969132778,0.49107142857142855,0.39285714285714285,031301,53033031301
313.02,123699.0,1767,1452,315,4529,3634,60,9,53,14,223,536,236,300,537600.0,315,14,12,35,22,70,29,0,19,114,0,0.8217317487266553,0.17826825127334464,0.8023846323691765,0.01324795760653566,0.011702362552439833,0.001987193640980349,0.0030911901081916537,0.0492382424376242,0.1183484212850519,0.5142857142857142,0.3619047619047619,031302,53033031302
314,122436.0,2408,1691,717,5990,5078,1,51,180,54,127,499,110,389,544700.0,717,48,28,68,167,68,67,83,26,162,0,0.7022425249169435,0.2977574750830565,0.847746243739566,0.0001669449081803005,0.03005008347245409,0.008514190317195325,0.009015025041736227,0.021202003338898164,0.08330550918196995,0.4714086471408647,0.22594142259414227,031400,53033031400
315.01,144773.0,1432,1265,167,4066,3561,0,51,70,0,19,365,253,112,752700.0,167,57,22,23,28,0,10,0,0,0,27,0.8833798882681564,0.11662011173184357,0.8757993113625184,0.0,0.01721593703885883,0.012543039842597147,0.0,0.004672897196261682,0.08976881455976389,0.059880239520958084,0.0,031501,53033031501
315.02,113345.0,2035,1699,336,5386,4595,0,0,25,0,45,721,225,496,639600.0,336,0,119,34,23,21,0,51,26,62,0,0.8348894348894349,0.1651105651105651,0.8531377645748236,0.0,0.004641663572224285,0.0,0.0,0.008354994430003714,0.13386557742294838,0.41369047619047616,0.18452380952380953,031502,53033031502
316.01,130739.0,2080,1861,219,5961,4065,0,40,1111,34,233,478,132,346,751000.0,219,0,121,7,17,16,0,27,0,0,31,0.8947115384615385,0.10528846153846154,0.6819325616507298,0.0,0.1863781244757591,0.006710283509478276,0.005703740983056534,0.03908740144271095,0.0801878879382654,0.1232876712328767,0.0,031601,53033031601
316.03,144573.0,2835,2358,477,7941,4712,174,11,1827,0,171,1046,268,778,803900.0,477,98,17,0,81,130,34,60,27,26,4,0.8317460317460318,0.16825396825396827,0.5933761490996097,0.0219115980355119,0.23007177937287496,0.0013852159677622466,0.0,0.021533811862485833,0.13172144566175545,0.3081761006289308,0.05450733752620545,031603,53033031603
316.04,144879.0,1873,1767,106,5824,4071,0,18,951,0,57,727,169,558,713900.0,106,0,2,12,15,8,22,13,0,21,13,0.9434063000533903,0.05659369994660972,0.6990041208791209,0.0,0.16328983516483517,0.0030906593406593405,0.0,0.009787087912087912,0.1248282967032967,0.5283018867924528,0.19811320754716982,031604,53033031604
316.05,146750.0,1487,1293,194,3973,3019,0,0,402,0,412,140,74,66,888800.0,194,10,0,82,0,45,0,37,12,0,8,0.8695359784801614,0.1304640215198386,0.7598791844953435,0.0,0.10118298514976089,0.0,0.0,0.1036999748301032,0.03523785552479235,0.25257731958762886,0.0,031605,53033031605
317.04,117674.0,1914,1258,656,6585,3341,687,22,1379,63,613,480,203,277,577400.0,656,0,67,100,26,0,49,49,156,201,8,0.6572622779519331,0.34273772204806685,0.5073652239939256,0.10432801822323462,0.209415337889142,0.003340926347760061,0.009567198177676537,0.09309035687167806,0.07289293849658314,0.6935975609756098,0.30640243902439024,031704,53033031704
317.05,161250.0,1482,1332,150,4349,2696,451,156,506,0,143,397,32,365,673200.0,150,0,0,48,0,12,0,10,0,35,45,0.8987854251012146,0.10121457489878542,0.6199126235916302,0.10370200045987583,0.1163485858818119,0.03587031501494597,0.0,0.0328811220970338,0.09128535295470223,0.3,0.23333333333333334,031705,53033031705
317.07,120179.0,1138,1100,38,3211,1355,533,16,1174,0,19,114,47,67,821100.0,38,0,19,9,0,0,0,0,0,0,10,0.9666080843585237,0.033391915641476276,0.42198691996262844,0.1659919028340081,0.36561818748053565,0.004982871379632514,0.0,0.005917159763313609,0.03550295857988166,0.0,0.0,031707,53033031707
317.08,91688.0,1605,1373,232,4053,2996,106,11,482,0,206,252,219,33,518100.0,232,0,0,60,11,0,0,0,22,139,0,0.8554517133956386,0.14454828660436136,0.7392055267702936,0.02615346656797434,0.11892425363927954,0.002714038983469035,0.0,0.05082654823587466,0.06217616580310881,0.6939655172413793,0.5991379310344828,031708,53033031708
317.09,142684.0,1179,1037,142,3587,2341,177,5,526,0,55,483,241,242,694400.0,142,2,13,0,16,55,0,0,36,20,0,0.8795589482612384,0.12044105173876166,0.6526345135210482,0.049344856425982714,0.14664064678003902,0.0013939224979091162,0.0,0.01533314747700028,0.13465291329802062,0.39436619718309857,0.14084507042253522,031709,53033031709
317.10,119549.0,1595,934,661,4733,2827,363,51,493,26,136,837,471,366,643100.0,661,0,12,97,48,13,76,44,75,262,34,0.5855799373040752,0.41442006269592474,0.5972955841960701,0.0766955419395732,0.10416226494823579,0.010775406718783014,0.005493344601732516,0.0287344179167547,0.17684343967885063,0.6913767019667171,0.39636913767019666,031710,53033031710
318,139583.0,1699,1555,144,5190,3178,192,0,982,76,129,633,256,377,728500.0,144,22,36,0,28,0,0,12,13,25,8,0.9152442613301942,0.08475573866980576,0.6123314065510598,0.03699421965317919,0.18921001926782274,0.0,0.01464354527938343,0.02485549132947977,0.12196531791907514,0.3472222222222222,0.1736111111111111,031800,53033031800
319.04,134858.0,1248,1140,108,3524,2866,0,0,215,26,23,394,87,307,954200.0,108,0,0,32,19,11,0,9,0,37,0,0.9134615384615384,0.08653846153846154,0.8132803632236095,0.0,0.06101021566401816,0.0,0.0073779795686719635,0.0065266742338251985,0.11180476730987514,0.42592592592592593,0.3425925925925926,031904,53033031904
319.06,138375.0,1299,1180,119,4163,2795,139,21,593,0,180,435,191,244,865700.0,119,0,0,28,0,0,10,0,25,0,56,0.9083910700538876,0.09160892994611239,0.671390823925054,0.03338938265673793,0.14244535190968052,0.005044439106413644,0.0,0.04323804948354552,0.10449195291856835,0.29411764705882354,0.0,031906,53033031906
319.08,77596.0,1749,935,814,4099,2083,543,28,683,0,209,553,143,410,633800.0,814,27,49,176,75,80,75,87,45,200,0,0.5345911949685535,0.46540880503144655,0.5081727250548914,0.13247133447182238,0.1666260063430105,0.006830934374237619,0.0,0.05098804586484509,0.13491095389119298,0.5,0.2457002457002457,031908,53033031908
319.09,103906.0,1159,777,382,2691,1231,194,0,533,0,155,578,280,298,789700.0,382,15,0,17,0,37,11,67,5,53,177,0.6704055220017257,0.32959447799827435,0.4574507617985879,0.07209215904868078,0.19806763285024154,0.0,0.0,0.057599405425492384,0.2147900408769974,0.35602094240837695,0.1387434554973822,031909,53033031909
319.10,124250.0,1571,1393,178,3875,1852,172,0,1154,0,44,653,126,527,679700.0,178,0,24,0,16,31,0,11,42,11,43,0.8866963717377466,0.11330362826225335,0.47793548387096774,0.04438709677419355,0.2978064516129032,0.0,0.0,0.01135483870967742,0.16851612903225807,0.3595505617977528,0.06179775280898876,031910,53033031910
319.11,157851.0,1222,1171,51,3470,1897,72,47,1100,0,19,335,58,277,807000.0,51,0,0,9,26,0,0,0,0,16,0,0.9582651391162029,0.041734860883797055,0.5466858789625361,0.0207492795389049,0.3170028818443804,0.013544668587896254,0.0,0.00547550432276657,0.09654178674351585,0.3137254901960784,0.3137254901960784,031911,53033031911
