GEOID,pct_holc_A,pct_holc_B,pct_holc_C,pct_holc_D,pct_holc_graded,holc_dominant_grade,holc_grade_score
53033008900,0.0,0.19578413489631766,0.06493981415241601,0.16131424508332995,0.42203819413206356,B,2.9183251888282853
53033009000,0.0,0.0,0.0,0.7645272221908228,0.7645272221908228,D,4.0
53033009100,0.0,0.0,0.0,0.13136277565428134,0.13136277565428134,D,4.0
53033001000,0.0,0.0,0.0,0.0,0.0,ungraded,
53033005305,0.0,0.547043769798213,0.0,0.0,0.547043769798213,B,2.0
53033000300,0.0,0.0,0.0,0.0,0.0,ungraded,
53033000700,0.0,0.0,0.0,0.0,0.0,ungraded,
53033000800,0.0,0.0,0.0,0.0,0.0,ungraded,
53033001400,0.0,0.0,0.0,0.0,0.0,ungraded,
53033001600,0.0,0.0,0.0,0.0,0.0,ungraded,
53033002200,0.0,0.0,0.0,0.0,0.0,ungraded,
53033002800,0.0,0.988345074114518,0.0,0.0,0.988345074114518,B,2.0
53033006500,0.0,0.6140050018756388,0.08891572711773589,0.0,0.7029207289933747,B,2.1264946720878024
53033003100,0.08631772834874445,0.5932041779373008,0.0,0.0,0.6795219062860453,B,1.8729728540754227
53033003900,0.0,0.009953957673207012,0.009215529665454084,0.0,0.019169487338661098,B,2.480739495149052
53033005801,0.0,3.714952078620555e-06,0.4330979406086357,0.0,0.43310165556071434,C,2.9999914224477533
53033990100,0.0,0.0,0.0,0.003362740761159318,0.003362740761159318,D,4.0
53033007700,0.0,0.0,0.044997000761346016,0.9533796871396211,0.9983766879009671,D,3.9549298362966088
53033007600,0.0,0.0,0.6986267659355193,0.3013732340644681,0.9999999999999873,C,3.3013732340644717
53033007800,0.07312508556363471,0.2561842019429938,0.04991446266558456,0.0,0.3792237501722131,B,1.9387943848782947
53033004600,0.0,0.32719975162346554,0.0047843688276024855,0.0,0.331984120451068,B,2.0144114387793666
53033005000,0.0,1.0000000000000002,0.0,0.0,1.0000000000000002,B,2.0
53033005700,8.881892162448829e-05,0.07054315068474451,0.2388599466400568,0.23813013179986334,0.5476220480462891,C,3.305702343192945
53033006400,0.11617598425372033,0.7246442992654502,0.15072065415860597,0.00845906232221499,0.9999999999999913,B,2.051462794549316
53033006100,0.0,0.5455983542824128,0.0,0.0,0.5455983542824128,B,2.0
53033006200,0.3634528291721617,0.23265502803956165,0.007915914040492822,0.004030745173796311,0.6080545164260125,A,1.4285456066892699
53033006300,0.2078333480908527,0.1518839706168713,0.016586043265454178,0.0,0.37630336197317815,A,1.4917735950522015
53033003000,0.0,0.9798512109290345,0.0,0.0,0.9798512109290345,B,2.0
53033011102,0.0020620824252355874,0.22110393310850024,0.291424934530113,0.0,0.5145909500638488,C,2.5623162476311996
53033002700,0.0,0.9888141662464316,0.0,0.0,0.9888141662464316,B,2.0
53033010402,0.0,0.024185058562243917,0.0,0.884454910618869,0.908639969181113,D,3.9467664655253056
53033010702,0.0,0.14786704620366292,0.009929720715566198,0.8422032330807467,0.9999999999999758,D,3.6943361868771007
53033011402,0.0,0.0316424567462305,0.0033449878147035973,0.894950929178927,0.9299383737398611,D,3.928350196971436
53033011401,0.0,0.0,0.0,1.0,1.0,D,4.0
53033004302,0.0,0.6942621683574822,0.10240505401773585,0.0,0.796667222375218,B,2.128541819145541
53033010002,0.0,0.6965110874957383,0.1604192228456767,0.14267016282721875,0.9996004731686338,B,2.445937712581409
53033001702,0.0,0.0,0.0,0.0,0.0,ungraded,
53033001701,0.0,0.0,0.0,0.0,0.0,ungraded,
53033010401,0.0,0.1649646507933883,0.8251086779767299,0.009926671229897701,1.000000000000016,C,2.8449620204365114
53033010701,0.0,0.0,0.14704510646922056,0.8105335762029695,0.95757868267219,D,3.8464407059909886
53033011001,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,C,3.0
53033004301,0.0,0.5202049085600999,0.12217871197390416,0.0,0.6423836205340041,B,2.1901958706113005
53033010001,0.0,0.10411658936207485,0.4240138213299376,0.08261274251472896,0.6107431532067413,C,2.9647906869942977
53033011002,0.0,0.0,0.4895245581586864,0.19524236369802844,0.6847669218567148,C,3.285122364217941
53033005100,0.0,0.8131229283772772,0.12368377698969335,0.06226526874326633,0.9990719741102368,B,2.2484448777549617
